title	description	Authors	Source	Publication Month	Publication Day	Publication Year
Ce qui fait débat : les mesures pour le pouvoir d'achat	"Il a beaucoup été question de pouvoir d'achat durant cette campagne, et pour cause, c'est l'une des principales préoccupations des Français. Les candidats multiplient les propositions pour l'améliorer. Suppression de la taxe d'habitation pour Emmanuel Macron, prime exceptionnelle pour les ménages modestes chez Marine Le Pen... Ces mesures sont-elles réalistes ?Emmanuel Macron et Marine Le Pen multiplient les promesses pour augmenter le pouvoir d'achat des Français. La mesure phare d'Emmanuel Macron, qui consiste à supprimer la taxe d'habitation pour 80% des Français, est-elle efficace ? La taxe d'habitation est fixée par les collectivités locales, et elle peut varier du simple au triple : près de 500 euros par an en moyenne pour une famille à Paris, 900 euros en province à Angers, 1 300 euros à Nîmes, et 1 440 euros par an à Argenteuil. 10 milliards de manques à gagner pour les collectivités territoriales Réformer cet impôt est donc une bonne idée pour aider la classe moyenne selon l'économiste Éric Heyer, car il s'agit d'un \"impôt vieillissant selon son mode de calcul et assez injuste d'un point de vue régional\". Dans ce projet de réforme, aucune taxe d'habitation à payer pour un célibataire qui gagne moins de 1 700 euros par mois, ni pour un couple avec deux enfants et un revenu de 5 000 euros. Au total, c'est 10 milliards de manque à gagner pour les collectivités locales. L'État compensera à l'euro près, mais pour Bernard Monot, stratégiste économique du Front national, c'est une arnaque, une mesure démagogique, qui va mettre en difficulté les collectivités territoriales."	Elsa Pallot	France 2	5	4	2017
Ce qui fait débat : un budget pour la zone euro ?	Emmanuel Macron souhaite la création d’un budget de la zone euro. France 2 a fait le point sur ce projet, qui fait débat.Plus d’Europe, c’était la promesse du candidat Macron. Aujourd’hui président, il le martèle, il veut relancer l’Europe. Sa solution : créer un budget pour les pays de la zone euro. Mais cela fait débat. Ce serait une nouveauté, car les 19 pays de la zone euro n’ont pas de porte-monnaie commun, alors que l’Union européenne a un budget commun, qui lui permet essentiellement de financer la politique agricole commune. Un budget pour la zone euro servirait à investir, protéger la stabilité et agir en cas d’urgence. Les eurosceptiques s’y opposent Mais ce budget supplémentaire serait inutile pour les eurosceptiques, il ne serait qu’un coût supplémentaire à la charge des États. Au contraire, certains économistes estiment que c’est indispensable et que la zone euro ne peut pas se développer sans ce budget commun. Ce budget pourrait être financé par les recettes fiscales des États.	Elsa Pallot	France 2	6	29	2017
Cellule islamiste de Cannes-Torcy : le procès des terroristes présumés s'ouvre à Paris	Vingt accusés comparaissent devant la cour d’assises spéciale de Paris pour des tentatives d’attentats entre 2012 et 2014.Le procès le plus important du jihadisme en France s'est ouvert ce jeudi 20 avril à Paris sous très haute surveillance. Dix accusés comparaissent détenus, trois auraient fui en Syrie, sept autres sont libres, placés sous contrôle judiciaire. Ils sont accusés d'avoir attaqué à la grenade une épicerie casher à Sarcelles (Val-d'Oise) en janvier 2012. L'attentat avait fait trois blessés légers. Trois attentats programmés selon l'accusation Plus de quatre ans après les faits, les accusés nient toujours avoir appartenu à une mouvance terroriste. Pourtant, huit mois après l'attentat de Sarcelles, vingt personnes sont interpellées. Dans le garage de l'une d'elles, les policiers vont trouver un arsenal : armes, munitions, et explosifs. Malgré ce coup de filet, la cellule Cannes-Torcy va rester active et très organisée. Selon l'accusation, elle aurait projeté trois autres attentats qui ont pu être déjoués. L'un visait un fast-food à Lognes (Seine-et-Marne), l'autre un camp militaire dans le Var. Enfin, le dernier aurait visé le carnaval de Nice (Alpes-Maritimes) en février 2014.	Philippe Denis	France 3	4	20	2017
Centrale nucléaire de Gravelines : le périmètre de sécurité augmenté	Le périmètre de sécurité autour de la centrale nucléaire de Gravelines (Nord) a été doublé, passant de 10 à 20 kilomètres. Des villes comme Dunkerque (Nord) et Calais (Pas-de-Calais) en font dorénavant partie.À Dunkerque, les habitants devront bientôt se préparer en cas d’accident nucléaire. Dès juin prochain, la ville entrera dans le périmètre de sécurité de la centrale de Gravelines (Nord). Une nouveauté qui partage les Dunkerquois, entre inquiétude, confiance et résignation. Pastilles d’iode à se procurer gratuitement Pour l’instant, le périmètre de sécurité s’étend sur 10 kilomètres autour de la centrale nucléaire. Il passera à 20 kilomètres et concernera 52 communes contre 14 actuellement avec des villes comme Calais et Dunkerque. En cas d’accident des mesures de confinement seront mises en place. Pour l’instant, pour les habitants, seul impératif : se procurer gratuitement des pastilles d’iode chez son pharmacien. Iode qui se fixe sur la glande thyroïde pour éviter qu’en cas de problème radioactif, l’iode contaminée se fixe. En cas de problème, les habitants ont ordre de rester chez eux et d’allumer une radio locale.	Pierre-Yves Grenu	France 3	12	26	2017
Centre d'hébergements d'urgence du 16e arrondissement de Paris : quel bilan un an après ?	"En 2016, le centre d'hébergement d'urgence avait entraîné la colère des habitants du 16e arrondissement de Paris. Aujourd'hui, les esprits se sont calmés et les 203 résidents semblent bien acceptés.Le centre social d'hébergement construit dans le 16e arrondissement de Paris accueille aujourd'hui 203 résidents, dont 118 familles. Elles vivent des dons de nourriture et des dizaines de sacs de vêtements apportés par le voisinage. En 2016 pourtant, le quartier cossu du 16e arrondissement de Paris bondissait à l'idée d'accueillir un centre d'hébergement d'urgence. Aujourd'hui, le calme est revenu dans le quartier. Un second centre d'hébergement en 2018 La mairie de Paris souhaite ouvrir un deuxième centre d'hébergement dans l'arrondissement. \"Il n'y a pas de raison que ce soit systématiquement les quartiers les plus populaires qui accueillent de l'hébergement d'urgence\", estime Ian Brossat, adjoint à la mairie de Paris au logement. Le nouveau contre pourrait voir le jour dès l'hiver 2018 dans une caserne de gendarmerie située dans le sud du 16e arrondissement de Paris. Il devrait accueillit les femmes en priorité."	Philippe Denis	France 3	11	21	2017
Centre de déradicalisation : sept mois après, un échec	Depuis l'ouverture du centre de déradicalisation à Pontourny (Indre-et-Loire), la méthode ne semble pas être très efficace.Le centre de déradicalisation de Pontourny (Indre-et-Loire) est vide. Le dernier pensionnaire a quitté les lieux il y a quelques jours. Selon l'encadrement, le jeune homme condamné pour apologie du terrorisme ne semblait pas apaisé. Au contraire, il se radicalisait même davantage. Ce centre ouvert en septembre dernier devait être un modèle en matière de déradicalisation. Le centre maintenu ouvert Sept mois plus tard, pour certains riverains opposés à cette expérience, c'est tout le dispositif qu'il faut repenser. Les pensionnaires âgés de 19 à 30 ans étaient tous, en principe, volontaires. Histoire, découverte des religions et échange sur les valeurs de la République, leur séjour de déradicalisation devait durer plusieurs mois, mais certains ne sont restés que quelques jours. Le ministre de l'Intérieur reconnaît qu'il faut revoir la méthode, mais n'envisage pas la fermeture de ce centre.	Thomas Horeau	France 2	2	10	2017
"Cet été je suis bénévole : sur \"la route du Sirque\""	L'essentiel FESTIVAL - Direction le festival la route du Sirque à Nexon où Jules travaille bénévolement cet été. 3 Semaines de festival ponctuées de dizaines de spectacles, auxquels Jules peut assister pour une partie en contrepartie de son bénévolat.  Ce reportage est issu du journal télévisé de 20h du 24 août 2017 présenté par Julien Arnaud sur TF1. Vous retrouverez au programme du JT de 20h du 24/08/2017 des sujets sur l’actualité, des reportages en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	8	23	2017
"Cette année-là : en 1967, Dutronc chante \"j'aime les filles\""	"En 1967, Jacques Dutronc chante son amour pour les filles. Comment a-t-il imaginé les paroles de sa célèbre chanson ?Ce sont les notes inoubliables de l'une des plus célèbres anaphores de la chanson française. En 1967, Jacques Dutronc entre en scène avec ce titre que personne n'a oublié ou presque, \"J'aime les filles\". Jacques Lanzmann en est le parolier, il rencontre Dutronc en 1965 et le courant passe aussitôt entre l'auteur prolifique et le musicien. S'en suivent dix ans de complicité. Le titre se classe numéro un A l'époque, Lanzmann dirige le magazine de charme, Lui. Ses bureaux sont juste au-dessus du drugstore des Champs-Elysées. Il croque la société de l'époque. Dès sa sortie, le titre se classe numéro un et y reste pendant trois semaines. Ce qui plaît ? Le style Dutronc, ni rockeur ni hippie, mais crooneur distancié. \"J'aime les filles\" tranche avec les chansons guimauves des Yéyés. Dutronc n'a pas l'image d'un chanteur engagé et pourtant dans cette chanson, toutes les femmes sont égales. Un clin d'oeil social même mis en scène à l'époque par un grand magazine photo."	Elsa Pallot	France 2	8	23	2017
Chaleur : comment y faire face ?	"Alors que de très fortes chaleurs sont annoncées sur une grande partie du pays cette semaine, il convient aux personnes travaillant dans des professions d'extérieur de prendre quelques précautions afin de ne pas trop souffrir des températures.Travailler sous le soleil est souvent difficile. Livreurs, serveurs, salariés du BTP : tous doivent s'organiser pour ne pas souffrir. \"Il faut beaucoup s'hydrater, surtout nous les serveuses, qui courront beaucoup\", indique une salariée de restaurant. \"Et ça s'annonce encore pire cette semaine. Ça va être très difficile\". Entre collègues, sur les chantiers, la solidarité s'organise pour éviter toute défaillance. \"On se surveille entre nous. Si on voit que quelqu'un est fatigué parmi nos collègues, on n'hésite pas à lui dire d'aller boire un coup\", explique un maçon, casque sur la tête. \"De l'eau potable et fraîche en quantité suffisante\" Si le Code du travail ne fixe pas de limites de températures en cas de fortes chaleurs, des mesures s'imposent cependant à l'employeur. \"On peut mettre à disposition de l'eau potable et fraîche pour les salariés en quantité suffisante, ou encore prévoir des zones d'ombres, des locaux aérés et ventilés\", note Sandrine Duval, avocate en droit du travail. Mais il n'y a pas que les travailleurs qui souffrent de la chaleur : les personnes âgées et les jeunes enfants sont aussi concernés. Rien ne vaut une baignade matinale pour éviter la déshydratation."	Pierre-Yves Grenu	France 3	6	20	2017
Chaleur : les personnes âgées en danger	"Alors qu'une forte vague de chaleur s'abat sur le pays cette semaine, il faut attentivement surveiller la santé des personnes âgées. Pour cela, les auxiliaires de vie veillent au grain.Il n'est pas encore 11 heures ce matin, mais la température avoisine déjà les 30°C à l'ombre, et presque autant chez Blanche, une vieille dame. Son auxiliaire de vie vient la voir le plus souvent possible afin de veiller à ce qu'elle ne souffre pas trop de la chaleur. Mais cela ne semble pas trop inquiéter la principale intéressée : \"Je ne crains pas la chaleur du tout\", assure-t-elle. Mais justement, c'est bien cela le problème. \"Il faut qu'on leur fasse penser à boire et à aérer les appartements, parce qu'ils se laissent tout confinés, ils ne laissent pas rentrer d'air...\", explique Mylène Larouzière, son auxiliaire de vie. Savoir lire les signes de déshydratation Dans une maison de retraite sont prévus des repas adaptés en cas de canicule et une pièce climatisée. Mylène, en revanche, doit composer avec les aménagements et les habitudes de chaque personne âgée. Dans l'association d'aide à domicile pour laquelle travaille Mylène, chaque nouvel employé reçoit des consignes à appliquer en cas de canicule. Il est également impératif de savoir lire les signes de la déshydratation. \"Des propos incohérents, une fatigue énorme...\", énumère Mylène. Si les familles ne sont pas forcément loin, l'aide à domicile et l'infirmière sont souvent les seules personnes à rendre visite quotidiennement à celles et ceux qui ont choisi de vieillir chez eux. Avec de l'eau, de l'attention, un petit courant d'air et beaucoup de douceur, Mylène veille."	Pierre-Yves Grenu	France 3	6	20	2017
Chalon-sur-Saône : la justice rétablit les menus sans porc	Le tribunal administratif de Dijon a invalidé ce 28 août la décision du Conseil municipal de Chalon-sur-Saône (Saône-et-Loire) de ne proposer qu'un seul menu dans ses cantines.Deux ans après la polémique, la justice a tranché. À Chalon-sur-Saône (Saône-et-Loire), ce sont des plats préparés pour remplacer le porc dans les assiettes des élèves de confession juive et musulmane qui devraient faire leur grand retour dans les cantines. Il y a deux ans, ces plats avaient été supprimés suite à une décision du conseil municipal prise au nom de la laïcité. Cette décision polémique a été annulée par la justice cet après-midi. Au nom des droits de l'enfant Pour l'avocat de la ligue de défense judiciaire des musulmans, cette décision devrait faire jurisprudence. Le tribunal administratif de Dijon explique avoir annulé cette décision au nom des droits de l'enfant. Mais il ne compte pas trancher le débat sur l'atteinte liberté de culte. Le maire de Chalon prévient qu'il ne remettra pas en place ces menus des la rentrée, officiellement pour des raisons logistiques.	Elsa Pallot	France 2	8	28	2017
Chambéry : Nordahl Lelandais déferré devant un juge	"Le principal suspect de la disparition de la petite Maëlys vient de passer une garde à vue de 48 heures, pour la disparition du jeune militaire Arthur Noyer. La journaliste Stéphanie Desjars est en direct de Chambéry (Savoie).Nordahl Lelandais a été déferré devant un juge à Chambéry (Savoie) ce mercredi 20 décembre en vue d'une mise en examen. \"On saura sans doute cet après-midi si Nordahl Lelandais va à nouveau être mettre mis en examen, cette fois dans le cadre de l'affaire Arthur Noyer\", relate la journaliste Stéphanie Desjars. Le jeune militaire de 24 ans est porté disparu depuis la nuit du 11 au 12 avril 2017. Un tueur en série ? Nordahl Lelandais va devoir s'expliquer devant les juges sur des éléments troublants découverts par les enquêteurs. \"Les téléphones portables de Nordahl Lelandais et d'Arthur Noyer ont borné plusieurs fois ensemble, au même endroit et au même moment\", poursuit la journaliste. Les enquêteurs ont également fouillé l'ordinateur du suspect. L'homme aurait recherché \"comment faire disparaître un corps\". Stéphanie Desjars conclut : \"Les enquêteurs cherchent désormais à établir des liens entre Nordahl Lelandais et plusieurs autres disparitions non résolues dans la région ces dernières années. Ils se demandent s'ils ne sont pas face à un tueur en série.\""	Pierre-Yves Grenu	France 3	12	20	2017
Champagne : le mystère des bulles	"Quelques jours avant les fêtes de fin d'année, France 3 s'intéresse aux mystérieuses bulles de champagne.Il claque, il gazouille : le champagne. Nous allons vous révéler un secret : comment se forment les bulles de champagne ? Le spécialiste en la matière, c'est Gérard Liger-Belair. Pas oenologue, mais physicien. Le champagne, c'est une affaire d'impuretés. \"À la base de la formation de ce petit train de bulles, vous avez une petite poussière, tout simplement, qui s'est accrochée à la surface du verre et chacune va avoir la capacité de capter le gaz carbonique dissout et de le relarguer sous forme de bulle\". Les bulles, ce ne sont donc que des particules atmosphériques. Pour bien servir, \"pencher la flûte\" Autre secret : comment bien verser son champagne ? \"L'idéal, c'est de prendre la flûte, de la pencher, et de naturellement venir servir le champagne sur une flûte penchée. En faisant ce geste, qui n'a l'air de rien, on a réussi à beaucoup mieux conserver le gaz carbonique dissout en faisant moins de turbulences\", explique Gérard Liger-Belair."	Philippe Denis	France 3	12	19	2017
Champignons : en Bretagne, la mérule ravage les bâtiments	"La mérule est un champignon qui infeste les murs des maisons. En Bretagne, la région de France la plus touchée, des entreprises de traitement luttent contre ce fléau.Au premier étage de cette maison du 18e siècle, le champignon est là, tapi dans l'ombre. Accrochée aux poutres, la Mérule pleureuse prolifère sans bruit. Ce champignon est considéré comme le cancer du bâtiment : il attaque en priorité le bois, détériore les maçonneries et les réseaux électriques. Pour les nouveaux propriétaires du lieu, le coup est rude. \"Quand on a su qu'il fallait entièrement la démolir pour la retraiter, effectivement, il y a eu un petit pincement au cœur.\" Humidité, chaleur et confinement Le Finistère, en Bretagne, est le principal département touché : 75% des communes sont confrontés aux champignons. L'invasion progresse jusque dans les Hauts-de-France et vers la Vendée. \"Ce sont des spores microscopiques qui sont véhiculées dans l'air. [...] Les trois facteurs de développement principaux, ce sont l'humidité, la chaleur et le confinement\", explique Frédéric Séné, salarié d'une entreprise de traitement contre les champignons. Une fois le diagnostic posé, le remède doit être radical. Par le feu, le fer et les produits chimiques, il faut traquer le moindre spore de mérule. Dès qu'un foyer est infesté, l'occupant à l'obligation de le déclarer en mairie."	Pierre-Yves Grenu	France 3	10	30	2017
Changement de banque simplifié : les limites du dispositif	"Alors que depuis ce lundi 6 février au matin et la mise en place du dispositif Macron le changement d'établissement bancaire est simplifié, Christelle Méral vous explique les limites de ce nouveau système.Malgré la mise en place du dispositif Macron, ce lundi 6 février, simplifiant le changement d'établissement bancaire, des obstacles perdurent pour nous faire changer de banque. Le premier frein à la mobilité bancaire est la détention d'un crédit immobilier. \"Près de 15 millions de personnes ont aujourd'hui un emprunt immobilier dans une banque. Problème, la plupart des établissements refusent que l'emprunt soit remboursé depuis un compte situé dans une autre banque. C'est même parfois une clause du contrat\", explique Christelle Méral sur le plateau de France 2. Les comptes épargnes non concernés par la réforme Si l'engagement n'est pas respecté, le taux d'intérêt de l'emprunt peut être augmenté de 1%. \"La solution est de faire racheter son crédit par une autre banque. Autre frein, les comptes épargne ne sont pas concernés par la réforme de simplification du changement de banque. Pour les comptes épargne comme le livret A, c'est au client de faire lui-même les formalités. On est très nombreux à être concernés, il y a 61,6 millions de livrets A en France. 93% des Français en ont un. Le plus simple est de clôturer son livret A dans son ancienne banque et d'en ouvrir un autre dans une nouvelle\", conclut la journaliste."	Thomas Horeau	France 2	2	6	2017
Changement de fournisseur d'énergie : EDF tente de résister à la concurrence	L'essentiel JT 20H - Depuis que les opérateurs alternatifs d'électricité ont accéléré leurs gains de part de marché en France, EDF perd en moyenne cent mille clients par mois.  Dans une relative indifférence en 2007, le marché de l'énergie s'ouvrait à la concurrence et EDF perdait sa position de monopole. Les opérateurs alternatifs d'électricité ont donc accéléré leurs gains de part de marché dans l'Hexagone. Aujourd'hui, la concurrence commence à produire ses effets, puisque l'opérateur historique perd en moyenne cent mille clients par mois. Ce sujet a été diffusé dans le journal télévisé de 20H du 07/12/2017 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du 7 décembre 2017 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	12	6	2017
Chantiers STX : le bras de fer franco-italien	"À Saint-Nazaire (Loire-Atlantique), les chantiers STX sont l'objet d'un bras de fer entre l’Italie et la France. La France menace de nationaliser les chantiers.Les chantiers de Saint-Nazaire nationalisés. C'est la menace de Paris pour éviter qu'ils ne passent sous pavillon italien. Une prise de contrôle approuvée par l'ancien gouvernement aujourd’hui remise en cause par la nouvelle majorité. À l'origine le constructeur italien Fincantieri devait reprendre 48% de STX, soutenu par un investisseur italien à hauteur de 7% soit 55 % de capitale. Côté français, 33% pour l'Etat accompagné de l'industriel Naval Group avec 12% soit 45%. Un accord doit être trouvé avant le 28 juillet Aujourd’hui le gouvernement exige un rééquilibrage à 50-50 sinon il exercera son droit de préemption. \"Nous souhaitons pouvoir maintenir un contrôle à 50-50, d'égal à égal avec nos amis italiens sur l'avenir de ces chantiers, sur l'emploi\", explique Bruno le Maire, ministre de l'Économie. L’Etat pourrait racheter des parts pour devenir majoritaire, une option soutenue par certains salariés, car Fincantieri suscite des inquiétudes. Le revirement de la France provoque le vif mécontentement de ministres italiens. Dans ce bras de fer, la France et l’Italie ont jusqu'au 28 juillet pour trouver un accord."	Elsa Pallot	France 2	7	26	2017
Chantiers STX : pourquoi la France est prête à céder?	Le sort des chantier STX de Saint-Nazaire doit être scellé dans la journée. Le constructeur italien Fincantieri va-t-il devenir majoritaire?Les chantiers navals sous pavillon italien. La nouvelle doit être officialisée en fin de journée par Emmanuel Macron, après trois mois de bras de fer entre Rome et Paris. Une alliance qui divise les salariés de Saint-Nazaire. Au printemps dernier, Paris avait pourtant bloqué le rachat de STX par l'italien Fincantieri. Le gouvernement refusait de voir partir l'un de ses fleurons. Un accord financier subtil Selon le journal Le Monde, un accord financier subtil aurait finalement été trouvé pour satisfaire les deux parties. La France et l'Italie auront chacun 50% de STX. Mais l'État français prêterait 1% des parts pendant 12 ans à l'Italie, qui deviendrait donc majoritaire avec 51%. Un prêt qui pourrait être mis en cause en cas de difficulté. L'accord prévoirait aussi une coopération en matière de construction navale militaire, une alliance importante pour le ministre de l'Économie : ce mariage doit permettre aux deux entreprises de décrocher de nouveaux marchés à l'international.	Thomas Horeau	France 2	9	27	2017
Chantiers navals STX : le bras de fer de Bruno Le Maire avec les Italiens	L'essentiel Bruno Le Maire, ministre français de l'Économie, a rencontré cet après-midi son homologue italien Pier Carlo Padoan. Pour le Français, la réunion s'est «bien passée», mais l'Italien réaffirme l'impossibilité d'un partage à 50-50 du chantier naval.  Ce reportage est issu du journal télévisé du mardi 1er aout 2017 présenté par Julien Arnaud sur TF1. Vous retrouverez au programme du JT 20H du 01/08/2017 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français	""	TF1	7	31	2017
Chantiers navals de Saint-Nazaire : vers une nationalisation de STX ?	"À la question des nationalisations, c'est celle de la souveraineté qui revient sur le devant de la scène. L'État doit-il prendre le contrôle des chantiers navals de Saint-Nazaire (Loire-Atlantique) pour éviter leur rachat par un groupe italien ?L'État nationalisera-t-il les chantiers navals de Saint-Nazaire (Loire-Atlantique) ? Selon le journal Le Monde, cette hypothèse est le plan B envisagé par le gouvernement en cas d'échec dans les négociations avec l'italien Fincantieri, concurrent de STX et candidat à sa reprise. Depuis plusieurs mois, l'État réclame à l'acheteur italien des garanties sur le maintien de l'activité et des emplois à Saint-Nazaire. Une menace pour Fincantieri Si Fincantieri ne prend pas d'engagement, l'État pourrait décider d'une nationalisation temporaire, le temps de choisir un autre repreneur. Une hypothèse qui rassure certains salariés. \"Je pense que c'est une bonne chose parce qu'il faut protéger les chantiers\", assure une femme travaillant sur les chantiers. Pour cet économiste, Élie Cohen, la nationalisation est surtout une menace pour Fincantieri."	Elsa Pallot	France 2	4	3	2017
Charente : une épicerie des années 1950 réveille les souvenirs des habitants	"Une épicerie, comme il en existait dans les années 1950, a été reconstituée dans une gare de Charente. Un retour dans le passé très émouvant pour certains habitants.Des objets et une ambiance surgissent du passé. Quand les souvenirs remontent, les émotions ne sont jamais bien loin. \"Les radios, les baby-foot, tous ces petits trucs, les bonbons... J'aimerais bien revenir à cette époque\", s'émeut Michel. \"Ҫa me fait plaisir de voir qu'il y a des gens qui tiennent au passé, à ce qui s'est passé, à ce qu'on a connu étant gosses\", se réjouit Jacques. Des alcools d'autrefois Une épicerie style années 1950. Un véritable décor de cinéma, sauf qu'ici tout est vrai, à commencer par les apéritifs de l'époque, tels que du Dubonnet, du rhum ou encore du Bartissol. Une autre époque que certains regrettent un peu. \"On prenait le temps. Personne n'avait de montre, alors le temps s'écoulait\", se remémore Claude. L'épicerie a disparu comme elle était apparue. Un petit morceau du passé se referme dans ce coin du sud de la Charente. L'association Boëme Patrimoine promet de rouvrir les souvenirs avec d'autres animations tout le reste de l'année."	Pierre-Yves Grenu	France 3	10	21	2017
Charente-Maritime : la canicule aggrave-t-elle la sécheresse ?	L'essentiel MÉTÉO - Ces épisodes de chaleur à répétition ont entre autres conséquences d’assécher les nappes phréatiques. 29 départements, dont la Charente-Maritime, sont d’ailleurs concernés par la sécheresse et les restrictions d’eau. Une situation inquiétante pour les céréaliers, pour qui la canicule pourrait avoir de fortes conséquences économiques.  Ce reportage est issu du journal télévisé de 20h du 20 juin 2017 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20h du 20/06/2017 des sujets sur l’actualité, des reportages en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	6	19	2017
"Charente-Maritime : la série \"Meurtres à...\" de France 3 tourne en pays d'Oléron"	"Un des prochains téléfilms de la série \"Meurtres à...\", diffusée sur France 3, se tourne en Charente-Maritime. L'animateur et médecin Michel Cymes campe le rôle d'un médecin légiste.Un des épisodes de la série à succès Meurtres à... de France 3 est actuellement tourné en pays d'Oléron, en Charente-Maritime. Pour cet épisode taillé sur mesure, Michel Cymes incarne un rôle qui lui colle à la peau : celui de médecin, mais légiste cette fois. \"Je voulais que ma première vraie expérience de fiction soit en tant que médecin pour plusieurs raisons. D'abord parce que je ne suis pas acteur et qu'un rôle de composition aurait été plus difficile pour moi. (...) Et puis moi je consulte à l'hôpital deux fois par semaine et je me suis toujours dit que si des gens me voyaient dans une fiction jouer un rôle qui n'avait plus rien à voir avec mon métier, ça allait peut-être être compliqué le lendemain matin\", explique l'intéressé. \"Une façon de découvrir chaque fois tout un terroir\" Beaucoup de surprises sont prévues dans cette aventure en pays d'Oléron. \"Personne n'avait encore eu l'idée de prendre ce décor comme site pour une des intrigues. Il faut toujours qu'on puisse en même temps découvrir un site et en même temps le lier à une légende locale, avec des personnages qui habitent, qui travaillent ici. C'est une façon de découvrir chaque fois tout un terroir\", commente Thierry Binisti, réalisateur."	Pierre-Yves Grenu	France 3	11	25	2017
Charente-Maritime : un garage en libre-service pour réparer sa voiture	Des garages pour réparer sa voiture soi-même se développent, comme à Saintes (Charente-Maritime).Des outils de pro à disposition, mais aussi un pont élévateur pour que la vidange devienne un jeu d'enfants. Alexis a créé un garage en libre-service à Saintes (Charente-Maritime). Éric est désormais un habitué de la formule. Les néophytes peuvent aussi mettre les mains dans le cambouis. C’est le cas de Fabrice, venu réparer son pare-choc et ses phares, et cela pour des raisons financières. Les conseils sont donnés gracieusement 32 euros de l'heure pour le pont élévateur et les outils, le patron est aussi là pour éviter les dérapages. La main d'oeuvre du professionnel est payante, mais les conseils sont donnés gracieusement. Saintes et La Rochelle ont déjà leur garage en libre-service, mais pour l'instant l'offre est assez marginale en Charente-Maritime.	Pierre-Yves Grenu	France 3	2	4	2017
Charles Aznavour décroche son étoile sur Hollywood boulevard	"Le chanteur franco-arménien âgé de 93 ans a été honoré par les États-Unis et fait à présent parti des rares Français à avoir son étoile sur Hollywood boulevard.Charles Aznavour a dorénavant son étoile sur Hollywood boulevard. La récompense de 71 ans de carrière pour celui qui a été sacré par deux médias américains \"chanteur de variété le plus important du XXe siècle\". Une reconnaissance qui le ferait presque se sentir comme un enfant du pays. Une tournée française en 2018 \"Je suis Français et Arménien. Avec cette étoile, je peux aussi dire que je suis un peu Californien. En plus, j'ai de la famille ici, ma fille et mes petits-enfants\", raconte le chanteur. Dans la foule, beaucoup de Français sont venus assister à la consécration d'une légende. Pour la productrice chargée des nominations, cette étoile était une évidence : \"Il a reçu de nombreux prix pour son œuvre et il monte encore sur scène à son âge. C'est merveilleux. On estime vraiment qu'il la mérite.\" À 93 ans, il ne compte pas s'arrêter là. Début 2018 il entamera une tournée française."	Pierre-Yves Grenu	France 3	8	25	2017
Charleville-Mézières à l'heure des marionnettes	"Avec ses marionnettes accrochées aux façades des maisons, Charleville-Mézières (Ardennes) vit au rythme d'un festival bien particulier depuis 1961.C'est un rendez-vous qui attire 400 compagnies du monde entier. Le festival de marionnettes de Charleville-Mézières (Ardennes), organisé jusqu'à dimanche 24 septembre, est l'équivalent du festival d'Avignon pour les marionnettistes. Et il y en a pour tous les goûts. Certains spectacles sont dédiés à un public d'enfants, mais d'autres sont de vrais plaisirs à découvrir pour les adultes. Donner vie à des matériaux Spectacle japonais vieux de 250 ans ou bien création contemporaine sur le racisme, voire même un cirque de poche né d'un simple rouleau de scotch... Le mot d'ordre du festival est la diversité. \"On peut parler de marionnettes pas simplement avec des marionnettes traditionnelles, mais le simple fait de donner vie à un matériau, ça devient de la marionnette\", explique Barbara Mélois. Quelque 70 000 billets sont mis en vente pendant le festival et la plupart des spectacles font salle comble."	Philippe Denis	France 3	9	21	2017
Charlottesville : 1 mort et 19 blessés en marge d'un rassemblement d'extrême droite	"Une voiture a foncé sur des contremanifestants, s'opposant à un rassemblement d'extrême droite, samedi 12 août à Charlottesville (Virginie, Etats-Unis).Une vidéo amateur filmée par un manifestant révèle les détails de la scène : à Charlottesville (Virginie), en marge d'un rassemblement d'extrême droite, une voiture a foncé dans la foule à pleine vitesse. Puis a reculé. Des passants ont tenté de la poursuivre pour intercepter son conducteur. En vain. Les témoins présents sur place peinent à réaliser. \"Oh mon dieu, une voiture vient de renverser tous ces gens\", commente la voix de la femme qui filme la scène. Le bilan s'élève à 1 mort et 19 blessés. Les victimes sont des contre-manifestants qui ont été pris pour cible, alors qu'ils dénonçaient le rassemblement d'extrême droite qui avait lieu au même moment dans la ville. Le conducteur a finalement était arrêté et se trouve en détention provisoire, selon Al Thomas, le chef de la police de Charlottesville. Le suspect, originaire de l’Ohio, est âgé de 20 ans. Quelques instants avant l'incident, il se trouvait, selon des médias américains, parmi les rangs des suprémacistes blancs, néonazis et autres membres du Ku Klux Klan qui manifestaient ce jour-là."	Thomas Horeau	France 2	8	13	2017
